Round,Date,HomeTeam,HomeGoals,HomeYellows,HomeReds,HomeSecondYellows,AwayTeam,AwayGoals,AwayYellows,AwayReds,AwaySecondYellows,Referee,RefereeYellows,RefereeReds,Stadium,Location,Attendance
Round 14,5/12/2015,Granada,0,2,0,0,Atl. Madrid,2,1,0,0,Eduardo Prieto Iglesias,4.81,0.21,Estadio Nuevo Los Carmenes,"Granada, Spain",15872
Round 14,5/12/2015,Valencia,1,3,0,0,Barcelona,1,1,0,0,Santiago Jaime Latre,5.58,0.22,Mestalla,"Valencia, Spain",46799
Round 14,5/12/2015,Deportivo,1,2,0,0,Sevilla,1,3,0,0,Ricardo De Burgos Bengoetxea,4.96,0.17,Riazor,"La Coruna, Spain",25013
Round 14,5/12/2015,Betis,1,5,0,0,Celta,1,5,1,0,Alejandro Hernandez,5.51,0.27,Benito Villamarin,"Seville, Spain",33762
Round 14,6/12/2015,Real Sociedad,2,3,0,0,Eibar,1,3,0,0,Mario Melero Lopez,5.55,0.21,Reale Arena,"San Sebastian, Spain",25013
Round 14,6/12/2015,Villarreal,2,1,0,0,Rayo Vallecano,1,4,0,0,Javier Estrada Fernandez,5.38,0.25,Estadio de la Ceramica,"Villarreal, Spain",16101
Round 14,6/12/2015,Sporting,3,2,0,0,Las Palmas,1,2,0,1,Alberto Undiano,4.53,0.14,El Molinón,"Gijon, Spain",22665
Round 14,6/12/2015,Athletic Club,0,2,1,0,Málaga,0,3,0,0,Alfonso Alvarez Izquierdo,5.72,0.36,San Mamés,"Bilbao, Spain",42000
Round 14,7/12/2015,Espanyol,1,4,0,0,Levante,1,5,0,0,Carlos Velasco Carballo,5.42,0.29,RCDE Stadium,"Cornella, Spain",14875
Round 13,27/11/15,Levante,0,6,1,0,Betis,1,5,0,1,Jose Maria Sanchez Martinez,5.74,0.28,Ciudad de Valencia,"Valencia, Spain",13957
Round 13,28/11/15,Barcelona,4,0,0,0,Real Sociedad,0,5,0,0,Ignacio Iglesias Villanueva,5.62,0.35,Spotify Camp Nou,"Barcelona, Spain",74020
