Round,Date,HomeTeam,HomeYellows,HomeReds,HomeSecondYellows,AwayTeam,AwayYellows,AwayReds,AwaySecondYellows,Referee,RefereeYellows,RefereeReds,Stadium,Location,Attendance
Round 29,2/4/2021,Levante,2,0,0,Huesca,2,0,0,Jorge Figueroa Vazquez,4.79,0.35,Ciudad de Valencia,"Valencia, Spain",
Round 29,3/4/2021,Granada,2,0,0,Villarreal,2,0,0,Guillermo Cuadra Fernandez,5.03,0.27,Estadio Nuevo Los Carmenes,"Granada, Spain",
Round 29,3/4/2021,Real Madrid,0,0,0,Eibar,2,0,0,Isidro Diaz de Mera Escuderos,6.35,0.35,Estadio Alfredo di Stefano,"Madrid, Spain",
Round 29,3/4/2021,Osasuna,2,0,0,Getafe,3,0,0,Pablo Gonzales Fuertes,5.91,0.37,Estadio El Sadar,"Pamplona, Spain",
Round 29,4/4/2021,Alavés,4,0,0,Celta,4,0,1,Antonio Mateu Lahoz,5.18,0.22,Estadio de Mendizorroza,"Vitoria-Gasteiz, Spain",
Round 29,4/4/2021,Elche,1,0,0,Betis,4,0,0,Adrian Cordero Vega,5.32,0.22,Estadio Martínez Valero,"Elche, Spain",
Round 29,4/4/2021,Cádiz,2,0,0,Valencia,2,0,0,David Medie Jimenez,4.94,0.31,Estadio Ramon de Carranza,"Cadiz, Spain",
Round 29,4/4/2021,Sevilla,2,0,0,Atl. Madrid,4,0,0,Jesus Gil Manzano,5.28,0.26,Ramón Sánchez Pizjuán,"Seville, Spain",
Round 29,5/4/2021,Barcelona,3,0,0,Valladolid,3,1,0,Santiago Jaime Latre,5.58,0.22,Spotify Camp Nou,"Barcelona, Spain",
Round 29,7/4/2021,Real Sociedad,3,0,0,Athletic Club,1,0,0,Jose Maria Sanchez Martinez,5.72,0.28,Reale Arena,"San Sebastian, Spain",
Round 28,19/03/21,Betis,2,0,0,Levante,0,0,0,Jesus Gil Manzano,5.28,0.26,Benito Villamarin,"Seville, Spain",
Round 28,20/03/21,Athletic Club,1,0,0,Eibar,1,0,0,Valentin Pizarro Gomez,5.04,0.33,San Mamés,"Bilbao, Spain",
Round 28,20/03/21,Celta,3,0,0,Real Madrid,4,0,0,Mario Melero Lopez,5.52,0.21,Municipal de Balaidos,"Vigo, Spain",
Round 28,20/03/21,Huesca,1,0,0,Osasuna,2,0,0,Carlos Del Cerro Grande,4.81,0.22,El Alcoraz,"Huesca, Spain",
Round 28,20/03/21,Valladolid,3,0,0,Sevilla,1,0,0,Javier Estrada Fernandez,5.38,0.25,José Zorrilla,"Valladolid, Spain",
Round 28,21/03/21,Getafe,3,0,0,Elche,7,0,0,Alejandro Hernandez,5.52,0.27,Coliseum Alfonso Pérez,"Getafe, Spain",
Round 28,21/03/21,Valencia,0,0,0,Granada,3,0,0,Javier Alberola Rojas,3.71,0.15,Mestalla,"Valencia, Spain",
Round 28,21/03/21,Villarreal,3,0,0,Cádiz,3,0,0,Cesar Soto Grado,5.47,0.19,Estadio de la Ceramica,"Villarreal, Spain",
Round 28,21/03/21,Atl. Madrid,3,0,0,Alavés,3,0,0,Juan Martinez Munuera,4.9,0.19,Cívitas Metropolitano,"Madrid, Spain",
Round 28,21/03/21,Real Sociedad,3,0,0,Barcelona,2,0,0,José Luis Munuera Montero,4.75,0.37,Reale Arena,"San Sebastian, Spain",
Round 27,12/3/2021,Levante,3,0,0,Valencia,4,0,0,Guillermo Cuadra Fernandez,5.03,0.27,Ciudad de Valencia,"Valencia, Spain",
Round 27,13/03/21,Alavés,2,0,1,Cádiz,3,0,0,Isidro Diaz de Mera Escuderos,6.35,0.35,Estadio de Mendizorroza,"Vitoria-Gasteiz, Spain",
Round 27,13/03/21,Real Madrid,1,0,0,Elche,1,0,0,Jorge Figueroa Vazquez,4.79,0.35,Estadio Alfredo di Stefano,"Madrid, Spain",
Round 27,13/03/21,Osasuna,2,0,0,Valladolid,3,0,0,Ricardo De Burgos Bengoetxea,4.94,0.17,Estadio El Sadar,"Pamplona, Spain",
Round 27,13/03/21,Getafe,2,1,0,Atl. Madrid,5,0,0,Jose Maria Sanchez Martinez,5.72,0.28,Coliseum Alfonso Pérez,"Getafe, Spain",
Round 27,14/03/21,Celta,3,0,0,Athletic Club,1,0,0,Santiago Jaime Latre,5.58,0.22,Municipal de Balaidos,"Vigo, Spain",
Round 27,14/03/21,Granada,2,0,0,Real Sociedad,3,0,0,Pablo Gonzales Fuertes,5.91,0.37,Estadio Nuevo Los Carmenes,"Granada, Spain",
Round 27,14/03/21,Eibar,2,0,0,Villarreal,2,1,0,David Medie Jimenez,4.94,0.31,Ipurua Municipal Stadium,"Eibar, Spain",
Round 27,14/03/21,Sevilla,3,0,0,Betis,7,0,0,Antonio Mateu Lahoz,5.18,0.22,Ramón Sánchez Pizjuán,"Seville, Spain",
Round 27,15/03/21,Barcelona,0,0,0,Huesca,2,0,0,Adrian Cordero Vega,5.32,0.22,Spotify Camp Nou,"Barcelona, Spain",
Round 26,5/3/2021,Valencia,4,0,0,Villarreal,3,0,0,Javier Estrada Fernandez,5.38,0.25,Mestalla,"Valencia, Spain",
Round 26,6/3/2021,Valladolid,2,0,0,Getafe,2,1,0,Mario Melero Lopez,5.52,0.21,José Zorrilla,"Valladolid, Spain",
Round 26,6/3/2021,Elche,4,0,0,Sevilla,0,0,0,Valentin Pizarro Gomez,5.04,0.33,Estadio Martínez Valero,"Elche, Spain",
Round 26,6/3/2021,Cádiz,2,0,0,Eibar,2,0,0,Carlos Del Cerro Grande,4.81,0.22,Estadio Ramon de Carranza,"Cadiz, Spain",
Round 26,6/3/2021,Osasuna,0,0,0,Barcelona,2,0,0,Guillermo Cuadra Fernandez,5.03,0.27,Estadio El Sadar,"Pamplona, Spain",
Round 26,7/3/2021,Huesca,0,0,0,Celta,2,0,0,José Luis Munuera Montero,4.75,0.37,El Alcoraz,"Huesca, Spain",
Round 26,7/3/2021,Atl. Madrid,5,0,0,Real Madrid,1,0,0,Alejandro Hernandez,5.52,0.27,Cívitas Metropolitano,"Madrid, Spain",
Round 26,7/3/2021,Real Sociedad,0,0,0,Levante,2,0,0,Cesar Soto Grado,5.47,0.19,Reale Arena,"San Sebastian, Spain",
Round 26,7/3/2021,Athletic Club,2,0,0,Granada,2,0,0,Juan Martinez Munuera,4.9,0.19,San Mamés,"Bilbao, Spain",
Round 26,8/3/2021,Betis,0,0,0,Alavés,3,0,0,Javier Alberola Rojas,3.71,0.15,Benito Villamarin,"Seville, Spain",
Round 25,26/02/21,Levante,4,0,0,Athletic Club,1,1,0,Isidro Diaz de Mera Escuderos,6.35,0.35,Ciudad de Valencia,"Valencia, Spain",
Round 25,27/02/21,Eibar,2,0,0,Huesca,2,0,0,Pablo Gonzales Fuertes,5.91,0.37,Ipurua Municipal Stadium,"Eibar, Spain",
Round 25,27/02/21,Sevilla,5,0,0,Barcelona,2,0,0,Alejandro Hernandez,5.52,0.27,Ramón Sánchez Pizjuán,"Seville, Spain",
Round 25,27/02/21,Alavés,3,0,0,Osasuna,4,0,0,Jose Maria Sanchez Martinez,5.72,0.28,Estadio de Mendizorroza,"Vitoria-Gasteiz, Spain",
Round 25,27/02/21,Getafe,5,0,0,Valencia,2,1,0,Jorge Figueroa Vazquez,4.79,0.35,Coliseum Alfonso Pérez,"Getafe, Spain",
Round 25,28/02/21,Celta,3,0,0,Valladolid,5,0,0,David Medie Jimenez,4.94,0.31,Municipal de Balaidos,"Vigo, Spain",
Round 25,28/02/21,Cádiz,1,0,0,Betis,2,0,0,Antonio Mateu Lahoz,5.18,0.22,Estadio Ramon de Carranza,"Cadiz, Spain",
Round 25,28/02/21,Granada,3,0,0,Elche,2,0,0,Santiago Jaime Latre,5.58,0.22,Estadio Nuevo Los Carmenes,"Granada, Spain",
Round 25,28/02/21,Villarreal,2,0,0,Atl. Madrid,3,0,0,Ricardo De Burgos Bengoetxea,4.94,0.17,Estadio de la Ceramica,"Villarreal, Spain",
Round 25,1/3/2021,Real Madrid,0,0,0,Real Sociedad,1,0,0,Jesus Gil Manzano,5.28,0.26,Estadio Alfredo di Stefano,"Madrid, Spain",
Round 24,19/02/21,Betis,4,0,1,Getafe,4,0,0,Javier Estrada Fernandez,5.38,0.25,Benito Villamarin,"Seville, Spain",
Round 24,20/02/21,Elche,2,0,0,Eibar,1,0,0,Adrian Cordero Vega,5.32,0.22,Estadio Martínez Valero,"Elche, Spain",
Round 24,20/02/21,Atl. Madrid,2,0,0,Levante,3,0,0,Mario Melero Lopez,5.52,0.21,Cívitas Metropolitano,"Madrid, Spain",
Round 24,20/02/21,Valencia,2,0,0,Celta,3,1,0,Valentin Pizarro Gomez,5.04,0.33,Mestalla,"Valencia, Spain",
Round 24,20/02/21,Valladolid,4,0,0,Real Madrid,2,0,0,Guillermo Cuadra Fernandez,5.03,0.27,José Zorrilla,"Valladolid, Spain",
Round 24,21/02/21,Barcelona,0,0,0,Cádiz,2,0,0,Juan Martinez Munuera,4.9,0.19,Spotify Camp Nou,"Barcelona, Spain",
Round 24,21/02/21,Real Sociedad,3,0,0,Alavés,2,0,0,José Luis Munuera Montero,4.75,0.37,Reale Arena,"San Sebastian, Spain",
Round 24,21/02/21,Huesca,3,0,0,Granada,3,1,0,Cesar Soto Grado,5.47,0.19,El Alcoraz,"Huesca, Spain",
Round 24,21/02/21,Athletic Club,2,0,0,Villarreal,2,0,0,Carlos Del Cerro Grande,4.81,0.22,San Mamés,"Bilbao, Spain",
Round 24,22/02/21,Osasuna,2,0,0,Sevilla,2,0,0,Javier Alberola Rojas,3.71,0.15,Estadio El Sadar,"Pamplona, Spain",
Round 23,12/2/2021,Celta,3,0,0,Elche,2,0,0,Ricardo De Burgos Bengoetxea,4.94,0.17,Municipal de Balaidos,"Vigo, Spain",
Round 23,13/02/21,Granada,0,0,0,Atl. Madrid,5,0,0,Antonio Mateu Lahoz,5.18,0.22,Estadio Nuevo Los Carmenes,"Granada, Spain",
Round 23,13/02/21,Sevilla,3,0,0,Huesca,4,0,0,David Medie Jimenez,4.94,0.31,Ramón Sánchez Pizjuán,"Seville, Spain",
Round 23,13/02/21,Eibar,2,0,0,Valladolid,3,0,0,Isidro Diaz de Mera Escuderos,6.35,0.35,Ipurua Municipal Stadium,"Eibar, Spain",
Round 23,13/02/21,Barcelona,0,0,0,Alavés,2,0,0,Jorge Figueroa Vazquez,4.79,0.35,Spotify Camp Nou,"Barcelona, Spain",
Round 23,14/02/21,Getafe,3,0,0,Real Sociedad,3,0,0,Pablo Gonzales Fuertes,5.91,0.37,Coliseum Alfonso Pérez,"Getafe, Spain",
Round 23,14/02/21,Real Madrid,0,0,0,Valencia,3,0,0,Jose Maria Sanchez Martinez,5.72,0.28,Estadio Alfredo di Stefano,"Madrid, Spain",
Round 23,14/02/21,Levante,1,0,0,Osasuna,2,0,0,Santiago Jaime Latre,5.58,0.22,Ciudad de Valencia,"Valencia, Spain",
Round 23,14/02/21,Villarreal,3,0,0,Betis,2,0,0,Jesus Gil Manzano,5.28,0.26,Estadio de la Ceramica,"Villarreal, Spain",
Round 23,15/02/21,Cádiz,3,0,0,Athletic Club,2,0,0,Alejandro Hernandez,5.52,0.27,Estadio Ramon de Carranza,"Cadiz, Spain",
Round 22,5/2/2021,Alavés,4,0,0,Valladolid,4,0,0,Cesar Soto Grado,5.47,0.19,Estadio de Mendizorroza,"Vitoria-Gasteiz, Spain",
Round 22,6/2/2021,Levante,1,0,0,Granada,3,0,0,Adrian Cordero Vega,5.32,0.22,Ciudad de Valencia,"Valencia, Spain",
Round 22,6/2/2021,Huesca,2,0,0,Real Madrid,1,0,0,Javier Estrada Fernandez,5.38,0.25,El Alcoraz,"Huesca, Spain",
Round 22,6/2/2021,Elche,1,0,0,Villarreal,2,0,0,Mario Melero Lopez,5.52,0.21,Estadio Martínez Valero,"Elche, Spain",
Round 22,6/2/2021,Sevilla,1,0,0,Getafe,4,1,0,Juan Martinez Munuera,4.9,0.19,Ramón Sánchez Pizjuán,"Seville, Spain",
Round 22,7/2/2021,Real Sociedad,0,0,0,Cádiz,2,1,0,Valentin Pizarro Gomez,5.04,0.33,Reale Arena,"San Sebastian, Spain",
Round 22,7/2/2021,Athletic Club,2,0,0,Valencia,1,0,0,José Luis Munuera Montero,4.75,0.37,San Mamés,"Bilbao, Spain",
Round 22,7/2/2021,Osasuna,0,0,0,Eibar,0,0,0,Jorge Figueroa Vazquez,4.79,0.35,Estadio El Sadar,"Pamplona, Spain",
Round 22,7/2/2021,Betis,1,0,0,Barcelona,3,0,0,Carlos Del Cerro Grande,4.81,0.22,Benito Villamarin,"Seville, Spain",
Round 22,8/2/2021,Atl. Madrid,2,0,0,Celta,2,0,0,Guillermo Cuadra Fernandez,5.03,0.27,Cívitas Metropolitano,"Madrid, Spain",
Round 21,29/01/21,Valladolid,2,0,0,Huesca,2,0,0,Ricardo De Burgos Bengoetxea,4.94,0.17,José Zorrilla,"Valladolid, Spain",
Round 21,30/01/21,Eibar,4,0,0,Sevilla,3,0,0,Jose Maria Sanchez Martinez,5.72,0.28,Ipurua Municipal Stadium,"Eibar, Spain",
Round 21,30/01/21,Real Madrid,1,1,0,Levante,2,0,0,David Medie Jimenez,4.94,0.31,Estadio Alfredo di Stefano,"Madrid, Spain",
Round 21,30/01/21,Valencia,1,0,0,Elche,7,0,0,Pablo Gonzales Fuertes,5.91,0.37,Mestalla,"Valencia, Spain",
