Round,Date,HomeTeam,HomeYellows,HomeReds,HomeSecondYellows,AwayTeam,AwayYellows,AwayReds,AwaySecondYellows,Referee,RefereeYellows,RefereeReds,Stadium,Location,Attendance
Round 9,25/10/15,Atl. Madrid,4,0,0,Valencia,4,0,0,Jesus Gil Manzano,5.28,0.26,Vicente Calderón,"Madrid, Spain",51099
Round 9,26/10/15,Athletic Club,1,0,0,Sporting,3,0,0,Ignacio Iglesias Villanueva,5.62,0.35,San Mamés,"Bilbao, Spain",41000
Round 8,17/10/15,Real Madrid,1,0,0,Levante,4,0,0,Jose Maria Sanchez Martinez,5.72,0.28,Santiago Bernabéu,"Madrid, Spain",74779
Round 8,17/10/15,Eibar,3,0,0,Sevilla,3,0,0,Juan Martinez Munuera,4.9,0.19,Ipurua Municipal Stadium,"Eibar, Spain",5568
Round 8,17/10/15,Barcelona,1,0,0,Rayo Vallecano,2,0,0,Pedro Jesus Perez Montero,5.26,0.25,Spotify Camp Nou,"Barcelona, Spain",75472
Round 8,17/10/15,Valencia,3,0,0,Málaga,3,0,0,Alejandro Hernandez,5.52,0.27,Mestalla,"Valencia, Spain",35756
Round 8,17/10/15,Betis,2,0,0,Espanyol,4,0,0,Ricardo De Burgos Bengoetxea,4.94,0.17,Benito Villamarin,"Seville, Spain",31652
Round 8,18/10/15,Villarreal,2,0,1,Celta,3,0,0,Jose Luis Gonzalez Gonzalez,4.82,0.22,Estadio de la Ceramica,"Villarreal, Spain",18219
Round 8,18/10/15,Real Sociedad,6,0,2,Atl. Madrid,5,0,0,Ignacio Iglesias Villanueva,5.62,0.35,Reale Arena,"San Sebastian, Spain",25644
Round 8,18/10/15,Getafe,2,0,0,Las Palmas,1,1,0,David Fernandez Borbalan,5.63,0.31,Coliseum Alfonso Pérez,"Getafe, Spain",5875
Round 8,18/10/15,Deportivo,2,0,0,Athletic Club,2,0,0,Santiago Jaime Latre,5.58,0.22,Riazor,"La Coruna, Spain",26239
Round 8,19/10/15,Sporting,3,0,0,Granada,6,0,2,Alfonso Alvarez Izquierdo,5.72,0.36,El Molinón,"Gijon, Spain",19905
Round 7,02/10/15,Celta,1,0,0,Getafe,5,0,0,Eduardo Prieto Iglesias,4.81,0.21,Municipal de Balaidos,"Vigo, Spain",18154
Round 7,03/10/15,Sevilla,5,0,0,Barcelona,3,0,0,Jesus Gil Manzano,5.28,0.26,Ramón Sánchez Pizjuán,"Seville, Spain",39374
Round 7,03/10/15,Granada,1,0,0,Deportivo,3,0,0,Inaki Vicandi Garrido,4.39,0.32,Estadio Nuevo Los Carmenes,"Granada, Spain",14168
Round 7,03/10/15,Espanyol,3,0,0,Sporting,3,0,0,Carlos Clos Gomez,5.33,0.3,RCDE Stadium,"Cornella, Spain",18885
Round 7,03/10/15,Las Palmas,2,0,0,Eibar,2,0,0,Antonio Mateu Lahoz,5.18,0.22,Gran Canaria,"Las Palmas de Gran Canaria, Spain",18577
Round 7,03/10/15,Málaga,4,0,1,Real Sociedad,2,0,0,Carlos Del Cerro Grande,4.81,0.22,La Rosaleda,"Malaga, Spain",17175
Round 7,04/10/15,Rayo Vallecano,4,0,0,Betis,2,0,0,Ignacio Iglesias Villanueva,5.62,0.35,Estadio de Vallecas,"Madrid, Spain",11820
Round 7,04/10/15,Athletic Club,0,0,0,Valencia,4,0,0,Javier Estrada Fernandez,5.38,0.25,San Mamés,"Bilbao, Spain",50000
Round 7,04/10/15,Levante,4,0,0,Villarreal,4,0,1,Alfonso Alvarez Izquierdo,5.72,0.36,Ciudad de Valencia,"Valencia, Spain",20038
Round 7,04/10/15,Atl. Madrid,6,0,0,Real Madrid,4,0,0,Alberto Undiano,4.53,0.14,Vicente Calderón,"Madrid, Spain",53079
Round 6,25/09/15,Valencia,3,0,0,Granada,3,0,0,Carlos Clos Gomez,5.33,0.3,Mestalla,"Valencia, Spain",41124
Round 6,26/09/15,Barcelona,2,0,0,Las Palmas,4,0,0,Ricardo De Burgos Bengoetxea,4.94,0.17,Spotify Camp Nou,"Barcelona, Spain",74196
Round 6,26/09/15,Real Madrid,4,0,0,Málaga,4,1,0,Jose Luis Gonzalez Gonzalez,4.82,0.22,Santiago Bernabéu,"Madrid, Spain",77531
Round 6,26/09/15,Sevilla,1,0,0,Rayo Vallecano,3,0,1,Alejandro Hernandez,5.52,0.27,Ramón Sánchez Pizjuán,"Seville, Spain",33709
Round 6,26/09/15,Villarreal,2,0,0,Atl. Madrid,2,0,0,David Fernandez Borbalan,5.63,0.31,Estadio de la Ceramica,"Villarreal, Spain",20087
Round 6,26/09/15,Eibar,5,0,0,Celta,4,0,0,Pedro Jesus Perez Montero,5.26,0.25,Ipurua Municipal Stadium,"Eibar, Spain",5126
Round 6,27/09/15,Sporting,1,0,0,Betis,1,0,0,Juan Martinez Munuera,4.9,0.19,El Molinón,"Gijon, Spain",23250
Round 6,27/09/15,Deportivo,4,0,0,Espanyol,4,0,1,Jose Maria Sanchez Martinez,5.72,0.28,Riazor,"La Coruna, Spain",25014
Round 6,27/09/15,Getafe,2,0,0,Levante,3,0,0,Santiago Jaime Latre,5.58,0.22,Coliseum Alfonso Pérez,"Getafe, Spain",5900
Round 6,27/09/15,Real Sociedad,3,0,0,Athletic Club,4,0,0,Carlos Velasco Carballo,5.42,0.29,Reale Arena,"San Sebastian, Spain",26310
Round 5,22/09/15,Atl. Madrid,3,0,0,Getafe,2,0,0,Alfonso Alvarez Izquierdo,5.72,0.36,Vicente Calderón,"Madrid, Spain",41152
Round 5,22/09/15,Espanyol,5,0,0,Valencia,7,0,0,Ignacio Iglesias Villanueva,5.62,0.35,RCDE Stadium,"Cornella, Spain",18231
Round 5,22/09/15,Granada,5,0,0,Real Sociedad,4,0,0,Javier Estrada Fernandez,5.38,0.25,Estadio Nuevo Los Carmenes,"Granada, Spain",12668
Round 5,23/09/15,Celta,2,0,0,Barcelona,2,0,0,Alberto Undiano,4.53,0.14,Municipal de Balaidos,"Vigo, Spain",23311
Round 5,23/09/15,Levante,2,0,0,Eibar,5,0,0,Carlos Velasco Carballo,5.42,0.29,Ciudad de Valencia,"Valencia, Spain",12000
Round 5,23/09/15,Rayo Vallecano,2,0,0,Sporting,2,0,1,Inaki Vicandi Garrido,4.39,0.32,Estadio de Vallecas,"Madrid, Spain",11067
Round 5,23/09/15,Athletic Club,4,0,0,Real Madrid,3,0,0,Antonio Mateu Lahoz,5.18,0.22,San Mamés,"Bilbao, Spain",43387
Round 5,23/09/15,Las Palmas,3,0,0,Sevilla,4,0,0,Carlos Del Cerro Grande,4.81,0.22,Gran Canaria,"Las Palmas de Gran Canaria, Spain",19733
Round 5,23/09/15,Málaga,2,0,0,Villarreal,3,0,0,Ricardo De Burgos Bengoetxea,4.94,0.17,La Rosaleda,"Malaga, Spain",18647
Round 5,24/09/15,Betis,3,0,0,Deportivo,5,0,0,Jesus Gil Manzano,5.28,0.26,Benito Villamarin,"Seville, Spain",37051
Round 4,18/09/15,Getafe,5,0,0,Málaga,2,0,0,Jose Maria Sanchez Martinez,5.72,0.28,Coliseum Alfonso Pérez,"Getafe, Spain",7500
Round 4,19/09/15,Real Madrid,1,0,0,Granada,3,0,0,Juan Martinez Munuera,4.9,0.19,Santiago Bernabéu,"Madrid, Spain",71786
Round 4,19/09/15,Valencia,4,0,0,Betis,3,0,1,Carlos Velasco Carballo,5.42,0.29,Mestalla,"Valencia, Spain",40560
Round 4,19/09/15,Eibar,2,0,0,Atl. Madrid,1,0,0,Alejandro Hernandez,5.52,0.27,Ipurua Municipal Stadium,"Eibar, Spain",5126
Round 4,19/09/15,Real Sociedad,2,1,0,Espanyol,3,0,0,Pedro Jesus Perez Montero,5.26,0.25,Reale Arena,"San Sebastian, Spain",17481
Round 4,20/09/15,Sevilla,3,0,0,Celta,6,0,1,Santiago Jaime Latre,5.58,0.22,Ramón Sánchez Pizjuán,"Seville, Spain",35744
Round 4,20/09/15,Deportivo,3,0,0,Sporting,3,0,0,Eduardo Prieto Iglesias,4.81,0.21,Riazor,"La Coruna, Spain",25801
Round 4,20/09/15,Villarreal,4,0,0,Athletic Club,4,0,0,Carlos Clos Gomez,5.33,0.3,Estadio de la Ceramica,"Villarreal, Spain",19832
Round 4,20/09/15,Barcelona,0,0,0,Levante,1,0,0,David Fernandez Borbalan,5.63,0.31,Spotify Camp Nou,"Barcelona, Spain",76013
Round 4,20/09/15,Las Palmas,3,0,0,Rayo Vallecano,5,0,0,Jose Luis Gonzalez Gonzalez,4.82,0.22,Gran Canaria,"Las Palmas de Gran Canaria, Spain",19324
Round 3,11/09/15,Levante,3,0,0,Sevilla,3,0,0,Ignacio Iglesias Villanueva,5.62,0.35,Ciudad de Valencia,"Valencia, Spain",16191
Round 3,12/09/15,Espanyol,2,0,0,Real Madrid,2,0,0,Inaki Vicandi Garrido,4.39,0.32,RCDE Stadium,"Cornella, Spain",32155
Round 3,12/09/15,Sporting,3,0,0,Valencia,3,0,0,Carlos Del Cerro Grande,4.81,0.22,El Molinón,"Gijon, Spain",23206
Round 3,12/09/15,Atl. Madrid,3,0,0,Barcelona,1,0,0,Antonio Mateu Lahoz,5.18,0.22,Vicente Calderón,"Madrid, Spain",53491
Round 3,12/09/15,Betis,5,0,1,Real Sociedad,3,0,0,Alfonso Alvarez Izquierdo,5.72,0.36,Benito Villamarin,"Seville, Spain",38768
Round 3,13/09/15,Granada,2,0,0,Villarreal,4,0,0,Jesus Gil Manzano,5.28,0.26,Estadio Nuevo Los Carmenes,"Granada, Spain",13954
Round 3,13/09/15,Athletic Club,1,0,0,Getafe,4,0,0,Pedro Jesus Perez Montero,5.26,0.25,San Mamés,"Bilbao, Spain",50000
Round 3,13/09/15,Celta,0,0,0,Las Palmas,3,1,0,Javier Estrada Fernandez,5.38,0.25,Municipal de Balaidos,"Vigo, Spain",
Round 3,13/09/15,Málaga,2,0,0,Eibar,4,0,0,Alberto Undiano,4.53,0.14,La Rosaleda,"Malaga, Spain",19836
Round 3,14/09/15,Rayo Vallecano,2,1,0,Deportivo,2,0,0,Ricardo De Burgos Bengoetxea,4.94,0.17,Estadio de Vallecas,"Madrid, Spain",11803
Round 2,28/08/15,Villarreal,1,0,0,Espanyol,6,0,0,Carlos Velasco Carballo,5.42,0.29,Estadio de la Ceramica,"Villarreal, Spain",17650
Round 2,29/08/15,Real Sociedad,4,0,0,Sporting,5,0,0,Jose Maria Sanchez Martinez,5.72,0.28,Reale Arena,"San Sebastian, Spain",22478
Round 2,29/08/15,Barcelona,0,0,0,Málaga,3,0,0,Santiago Jaime Latre,5.58,0.22,Spotify Camp Nou,"Barcelona, Spain",80812
Round 2,29/08/15,Celta,2,0,0,Rayo Vallecano,2,1,0,Miguel Martinez Munuera,4,1,Municipal de Balaidos,"Vigo, Spain",17606
Round 2,29/08/15,Real Madrid,3,0,0,Betis,3,0,0,Alejandro Hernandez,5.52,0.27,Santiago Bernabéu,"Madrid, Spain",70876
Round 2,30/08/15,Eibar,2,0,0,Athletic Club,2,0,0,David Fernandez Borbalan,5.63,0.31,Ipurua Municipal Stadium,"Eibar, Spain",5509
Round 2,30/08/15,Sevilla,3,0,0,Atl. Madrid,4,0,0,Carlos Clos Gomez,5.33,0.3,Ramón Sánchez Pizjuán,"Seville, Spain",38976
Round 2,30/08/15,Valencia,3,0,1,Deportivo,0,0,0,Jose Luis Gonzalez Gonzalez,4.82,0.22,Mestalla,"Valencia, Spain",40700
Round 2,30/08/15,Getafe,5,0,0,Granada,3,0,0,Eduardo Prieto Iglesias,4.81,0.21,Coliseum Alfonso Pérez,"Getafe, Spain",7000
Round 2,30/08/15,Las Palmas,2,0,0,Levante,4,0,0,Pedro Jesus Perez Montero,5.26,0.25,Gran Canaria,"Las Palmas de Gran Canaria, Spain",19057
Round 1,21/08/15,Málaga,3,0,0,Sevilla,4,0,1,Alfonso Alvarez Izquierdo,5.72,0.36,La Rosaleda,"Malaga, Spain",23585
Round 1,22/08/15,Deportivo,3,0,0,Real Sociedad,2,0,0,Antonio Mateu Lahoz,5.18,0.22,Riazor,"La Coruna, Spain",23603
Round 1,22/08/15,Espanyol,2,0,0,Getafe,4,0,1,Jesus Gil Manzano,5.28,0.26,RCDE Stadium,"Cornella, Spain",16248
Round 1,22/08/15,Atl. Madrid,2,0,0,Las Palmas,0,0,0,Eduardo Prieto Iglesias,4.81,0.21,Vicente Calderón,"Madrid, Spain",45107
Round 1,22/08/15,Rayo Vallecano,3,0,0,Valencia,1,0,0,Alberto Undiano,4.53,0.14,Estadio de Vallecas,"Madrid, Spain",9608
Round 1,23/08/15,Athletic Club,3,0,0,Barcelona,3,0,0,Carlos Del Cerro Grande,4.81,0.22,San Mamés,"Bilbao, Spain",41000
Round 1,23/08/15,Sporting,4,0,0,Real Madrid,0,0,0,Javier Estrada Fernandez,5.38,0.25,El Molinón,"Gijon, Spain",28105
Round 1,23/08/15,Levante,1,1,0,Celta,3,0,0,Ricardo De Burgos Bengoetxea,4.94,0.17,Ciudad de Valencia,"Valencia, Spain",11700
Round 1,23/08/15,Betis,3,0,0,Villarreal,1,1,0,Inaki Vicandi Garrido,4.39,0.32,Benito Villamarin,"Seville, Spain",38572
Round 1,24/08/15,Granada,1,1,0,Eibar,6,0,0,Ignacio Iglesias Villanueva,5.62,0.35,Estadio Nuevo Los Carmenes,"Granada, Spain",22369
