Round,Date,HomeTeam,HomeYellows,HomeReds,HomeSecondYellows,AwayTeam,AwayYellows,AwayReds,AwaySecondYellows,Referee,RefereeYellows,RefereeReds,Stadium,Location,Attendance
Round 21,31/01/15,Real Madrid,3,0,0,Real Sociedad,1,0,0,Alfonso Alvarez Izquierdo,5.72,0.36,Santiago Bernabéu,"Madrid, Spain",71653
Round 21,31/01/15,Eibar,3,0,0,Atl. Madrid,4,0,0,Pedro Jesus Perez Montero,5.26,0.25,Ipurua Municipal Stadium,"Eibar, Spain",4238
Round 21,31/01/15,Granada,4,0,0,Elche,5,0,1,Jesus Gil Manzano,5.28,0.26,Estadio Nuevo Los Carmenes,"Granada, Spain",
Round 21,31/01/15,Celta,2,0,0,Córdoba,3,0,0,Jose Antonio Teixeira Vitienes,6.56,0.44,Municipal de Balaidos,"Vigo, Spain",
Round 21,01/02/15,Levante,2,0,0,Athletic Club,5,0,0,Alejandro Hernandez,5.52,0.27,Ciudad de Valencia,"Valencia, Spain",16116
Round 21,01/02/15,Almería,4,0,1,Getafe,4,0,1,Ignacio Iglesias Villanueva,5.62,0.35,Estadio del Mediterráneo,"Almeria, Spain",13000
Round 21,01/02/15,Sevilla,8,0,0,Espanyol,3,1,0,Jose Luis Gonzalez Gonzalez,4.82,0.22,Ramón Sánchez Pizjuán,"Seville, Spain",27955
Round 21,01/02/15,Barcelona,1,0,0,Villarreal,2,0,0,Inaki Vicandi Garrido,4.39,0.32,Spotify Camp Nou,"Barcelona, Spain",60005
Round 21,02/02/15,Málaga,5,0,0,Valencia,4,0,1,Carlos Clos Gomez,5.33,0.3,La Rosaleda,"Malaga, Spain",20191
Round 20,24/01/15,Córdoba,2,0,1,Real Madrid,3,1,0,Alejandro Hernandez,5.52,0.27,Estadio Nuevo Arcángel,"Cordoba, Spain",21822
Round 20,24/01/15,Elche,6,0,1,Barcelona,2,0,0,Carlos Clos Gomez,5.33,0.3,Estadio Martínez Valero,"Elche, Spain",28235
Round 20,24/01/15,Atl. Madrid,1,0,0,Rayo Vallecano,1,0,0,Inaki Vicandi Garrido,4.39,0.32,Vicente Calderón,"Madrid, Spain",37202
Round 20,24/01/15,Real Sociedad,2,0,0,Eibar,2,0,0,Jose Luis Gonzalez Gonzalez,4.82,0.22,Reale Arena,"San Sebastian, Spain",
Round 20,24/01/15,Villarreal,0,0,0,Levante,3,0,0,David Fernandez Borbalan,5.63,0.31,Estadio de la Ceramica,"Villarreal, Spain",
Round 20,25/01/15,Deportivo,3,1,0,Granada,3,0,0,Carlos Del Cerro Grande,4.81,0.22,Riazor,"La Coruna, Spain",18827
Round 20,25/01/15,Athletic Club,0,0,0,Málaga,1,0,0,Alfonso Alvarez Izquierdo,5.72,0.36,San Mamés,"Bilbao, Spain",41200
Round 20,25/01/15,Espanyol,2,0,0,Almería,1,0,0,Alberto Undiano,4.53,0.14,RCDE Stadium,"Cornella, Spain",16792
Round 20,25/01/15,Valencia,6,0,0,Sevilla,5,0,0,Santiago Jaime Latre,5.58,0.22,Mestalla,"Valencia, Spain",46704
Round 20,26/01/15,Getafe,2,0,0,Celta,4,0,0,Antonio Mateu Lahoz,5.18,0.22,Coliseum Alfonso Pérez,"Getafe, Spain",4570
Round 19,16/01/15,Córdoba,4,0,1,Eibar,3,1,0,Fernando Teixeira Vitienes,5.79,0.44,16131,,
Round 19,17/01/15,Real Sociedad,0,0,0,Rayo Vallecano,4,0,0,Mario Melero Lopez,5.52,0.21,Reale Arena,"San Sebastian, Spain",21542
Round 19,17/01/15,Valencia,2,0,0,Almería,2,0,0,Inaki Vicandi Garrido,4.39,0.32,45800,,
Round 19,17/01/15,Villarreal,2,0,0,Athletic Club,2,0,0,Javier Estrada Fernandez,5.38,0.25,,,
Round 19,17/01/15,Espanyol,3,0,0,Celta,3,0,0,Eduardo Prieto Iglesias,4.81,0.21,,,
Round 19,18/01/15,Getafe,2,0,0,Real Madrid,2,0,0,Pedro Jesus Perez Montero,5.26,0.25,11500,,
Round 19,18/01/15,Atl. Madrid,3,0,0,Granada,3,0,0,Ignacio Iglesias Villanueva,5.62,0.35,42000,,
Round 19,18/01/15,Deportivo,2,0,0,Barcelona,2,0,0,Juan Martinez Munuera,4.9,0.19,25173,,
Round 19,18/01/15,Elche,3,0,0,Levante,3,1,0,Carlos Velasco Carballo,5.42,0.29,14726,,
Round 19,18/01/15,Sevilla,4,0,0,Málaga,1,0,0,Jose Antonio Teixeira Vitienes,6.56,0.44,24000,,
Round 18,09/01/15,Levante,4,0,0,Deportivo,3,0,0,Pedro Jesus Perez Montero,5.26,0.25,17000,,
Round 18,10/01/15,Real Madrid,1,1,0,Espanyol,4,0,0,David Fernandez Borbalan,5.63,0.31,69600,,
Round 18,10/01/15,Málaga,4,0,0,Villarreal,4,0,0,Santiago Jaime Latre,5.58,0.22,22077,,
Round 18,10/01/15,Celta,3,0,0,Valencia,3,0,0,Jose Luis Gonzalez Gonzalez,4.82,0.22,19109,,
Round 18,10/01/15,Eibar,2,0,0,Getafe,1,0,0,Carlos Clos Gomez,5.33,0.3,4115,,
Round 18,11/01/15,Almería,1,0,0,Sevilla,2,0,0,Eduardo Prieto Iglesias,4.81,0.21,12703,,
Round 18,11/01/15,Athletic Club,3,0,0,Elche,6,0,0,Ignacio Iglesias Villanueva,5.62,0.35,42000,,
Round 18,11/01/15,Granada,2,0,0,Real Sociedad,2,0,0,Juan Martinez Munuera,4.9,0.19,14637,,
Round 18,11/01/15,Barcelona,3,0,0,Atl. Madrid,6,0,0,Alberto Undiano,4.53,0.14,81658,,
Round 18,12/01/15,Rayo Vallecano,3,0,0,Córdoba,2,0,0,Javier Estrada Fernandez,5.38,0.25,10820,,
Round 17,03/01/15,Atl. Madrid,2,0,0,Levante,3,0,0,Alfonso Alvarez Izquierdo,5.72,0.36,52163,,
Round 17,03/01/15,Sevilla,4,0,0,Celta,5,1,0,Carlos Velasco Carballo,5.42,0.29,31253,,
Round 17,03/01/15,Elche,4,0,0,Villarreal,2,0,0,Carlos Clos Gomez,5.33,0.3,18283,,
Round 17,03/01/15,Deportivo,1,0,0,Athletic Club,1,0,0,Alberto Undiano,4.53,0.14,20166,,
Round 17,03/01/15,Málaga,4,0,0,Almería,5,0,1,Fernando Teixeira Vitienes,5.79,0.44,,,
Round 17,04/01/15,Getafe,4,0,0,Rayo Vallecano,2,0,0,Alejandro Hernandez,5.52,0.27,6500,,
Round 17,04/01/15,Valencia,6,0,0,Real Madrid,3,0,0,Jesus Gil Manzano,5.28,0.26,50738,,
Round 17,04/01/15,Espanyol,1,0,0,Eibar,1,0,0,Antonio Mateu Lahoz,5.18,0.22,19136,,
Round 17,04/01/15,Real Sociedad,5,0,0,Barcelona,4,0,0,Carlos Del Cerro Grande,4.81,0.22,,,
Round 17,05/01/15,Córdoba,2,0,0,Granada,0,0,0,Inaki Vicandi Garrido,4.39,0.32,13092,,
Round 16,19/12/14,Celta,5,0,0,Almería,4,0,0,Jesus Gil Manzano,5.28,0.26,14397,,
Round 16,20/12/14,Barcelona,1,0,0,Córdoba,0,0,0,Antonio Mateu Lahoz,5.18,0.22,60066,,
Round 16,20/12/14,Levante,3,0,0,Real Sociedad,5,0,0,Santiago Jaime Latre,5.58,0.22,12000,,
Round 16,20/12/14,Eibar,7,0,0,Valencia,3,0,0,Carlos Velasco Carballo,5.42,0.29,4758,,
Round 16,20/12/14,Rayo Vallecano,3,0,0,Espanyol,5,0,1,Juan Martinez Munuera,4.9,0.19,,,
Round 16,21/12/14,Villarreal,1,1,0,Deportivo,3,0,0,Jose Luis Gonzalez Gonzalez,4.82,0.22,15790,,
Round 16,21/12/14,Granada,4,0,0,Getafe,2,0,0,Fernando Teixeira Vitienes,5.79,0.44,19600,,
Round 16,21/12/14,Elche,2,0,0,Málaga,1,0,0,Alberto Undiano,4.53,0.14,24134,,
Round 16,21/12/14,Athletic Club,3,0,0,Atl. Madrid,4,0,0,Alejandro Hernandez,5.52,0.27,46500,,
Round 16,04/02/15,Real Madrid,3,0,0,Sevilla,6,0,0,Ignacio Iglesias Villanueva,5.62,0.35,Santiago Bernabéu,"Madrid, Spain",67126
Round 15,12/12/14,Almería,4,0,0,Real Madrid,4,0,0,Alfonso Alvarez Izquierdo,5.72,0.36,Estadio del Mediterráneo,"Almeria, Spain",13950
Round 15,13/12/14,Getafe,1,0,0,Barcelona,0,0,0,Inaki Vicandi Garrido,4.39,0.32,Coliseum Alfonso Pérez,"Getafe, Spain",9500
Round 15,13/12/14,Valencia,4,0,1,Rayo Vallecano,3,0,0,Jose Antonio Teixeira Vitienes,6.56,0.44,Mestalla,"Valencia, Spain",43510
Round 15,13/12/14,Córdoba,0,0,0,Levante,3,0,0,Eduardo Prieto Iglesias,4.81,0.21,Estadio Nuevo Arcángel,"Cordoba, Spain",14125
Round 15,13/12/14,Málaga,5,0,0,Celta,4,0,0,Carlos Del Cerro Grande,4.81,0.22,La Rosaleda,"Malaga, Spain",23650
Round 15,14/12/14,Espanyol,2,0,0,Granada,5,0,1,Santiago Jaime Latre,5.58,0.22,RCDE Stadium,"Cornella, Spain",18405
Round 15,14/12/14,Sevilla,3,0,0,Eibar,6,0,0,Javier Estrada Fernandez,5.38,0.25,20000,,
Round 15,14/12/14,Atl. Madrid,4,0,0,Villarreal,3,0,0,Pedro Jesus Perez Montero,5.26,0.25,Vicente Calderón,"Madrid, Spain",37000
Round 15,14/12/14,Real Sociedad,0,0,0,Athletic Club,4,0,1,David Fernandez Borbalan,5.63,0.31,26651,,
Round 15,15/12/14,Deportivo,5,0,0,Elche,2,0,0,Mario Melero Lopez,5.52,0.21,Riazor,"La Coruna, Spain",14167
Round 14,06/12/14,Elche,2,0,0,Atl. Madrid,0,0,0,Inaki Vicandi Garrido,4.39,0.32,Estadio Martínez Valero,"Elche, Spain",18290
Round 14,06/12/14,Athletic Club,4,0,0,Córdoba,6,0,0,Santiago Jaime Latre,5.58,0.22,San Mamés,"Bilbao, Spain",
Round 14,06/12/14,Real Madrid,4,0,0,Celta,4,0,0,Alberto Undiano,4.53,0.14,Santiago Bernabéu,"Madrid, Spain",80300
Round 14,06/12/14,Deportivo,4,0,0,Málaga,3,0,0,Jesus Gil Manzano,5.28,0.26,Riazor,"La Coruna, Spain",17662
Round 14,07/12/14,Rayo Vallecano,4,0,0,Sevilla,7,0,1,Alfonso Alvarez Izquierdo,5.72,0.36,Estadio de Vallecas,"Madrid, Spain",11604
Round 14,07/12/14,Barcelona,0,0,0,Espanyol,4,0,0,Ignacio Iglesias Villanueva,5.62,0.35,Spotify Camp Nou,"Barcelona, Spain",76057
Round 14,07/12/14,Villarreal,2,0,0,Real Sociedad,2,0,0,Fernando Teixeira Vitienes,5.79,0.44,Estadio de la Ceramica,"Villarreal, Spain",16000
Round 14,07/12/14,Granada,4,0,0,Valencia,4,1,0,Alejandro Hernandez,5.52,0.27,Estadio Nuevo Los Carmenes,"Granada, Spain",15638
Round 14,08/12/14,Eibar,4,0,0,Almería,3,0,0,Jose Luis Gonzalez Gonzalez,4.82,0.22,Ipurua Municipal Stadium,"Eibar, Spain",4200
Round 14,08/12/14,Levante,3,0,0,Getafe,4,0,0,Mario Melero Lopez,5.52,0.21,Ciudad de Valencia,"Valencia, Spain",13582
