Round,Date,HomeTeam,HomeYellows,HomeReds,HomeSecondYellows,AwayTeam,AwayYellows,AwayReds,AwaySecondYellows,Referee,RefereeYellows,RefereeReds,Stadium,Location,Attendance
Round 32,14/04/18,Sevilla,4,0,1,Villarreal,2,0,1,Pablo Gonzales Fuertes,5.91,0.37,Ramón Sánchez Pizjuán,"Seville, Spain",32192
Round 32,14/04/18,Barcelona,2,0,0,Valencia,2,0,0,Carlos Del Cerro Grande,4.81,0.22,Spotify Camp Nou,"Barcelona, Spain",69544
Round 32,14/04/18,Las Palmas,0,0,0,Real Sociedad,2,0,0,Alfonso Alvarez Izquierdo,5.72,0.36,Gran Canaria,"Las Palmas de Gran Canaria, Spain",10531
Round 32,14/04/18,Leganés,3,0,0,Celta,3,0,0,Alejandro Hernandez,5.52,0.27,Estadio Municipal de Butarque,"Leganes, Spain",10393
Round 32,14/04/18,Athletic Club,2,0,0,Deportivo,1,0,0,Jose Luis Gonzalez Gonzalez,4.82,0.22,San Mamés,"Bilbao, Spain",37715
Round 32,15/04/18,Eibar,2,0,0,Alavés,1,0,0,Alberto Undiano,4.53,0.14,Ipurua Municipal Stadium,"Eibar, Spain",5754
Round 32,15/04/18,Atl. Madrid,2,0,0,Levante,1,0,0,Jesus Gil Manzano,5.28,0.26,Cívitas Metropolitano,"Madrid, Spain",58043
Round 32,15/04/18,Getafe,5,0,1,Espanyol,2,0,0,Mario Melero Lopez,5.53,0.2,Coliseum Alfonso Pérez,"Getafe, Spain",10593
Round 32,15/04/18,Málaga,4,0,0,Real Madrid,0,0,0,Ricardo De Burgos Bengoetxea,4.94,0.17,La Rosaleda,"Malaga, Spain",27112
Round 31,6/4/2018,Deportivo,4,0,0,Málaga,3,0,0,Antonio Mateu Lahoz,5.18,0.22,Riazor,"La Coruna, Spain",16932
Round 31,7/4/2018,Alavés,2,0,0,Getafe,3,0,0,Santiago Jaime Latre,5.58,0.22,Estadio de Mendizorroza,"Vitoria-Gasteiz, Spain",18241
Round 31,7/4/2018,Celta,1,0,0,Sevilla,2,0,0,Alfonso Alvarez Izquierdo,5.72,0.36,Municipal de Balaidos,"Vigo, Spain",16919
Round 31,7/4/2018,Betis,2,0,0,Eibar,2,0,0,David Medie Jimenez,4.94,0.31,Benito Villamarin,"Seville, Spain",50194
Round 31,7/4/2018,Barcelona,2,0,0,Leganés,4,0,0,Ricardo De Burgos Bengoetxea,4.94,0.17,Spotify Camp Nou,"Barcelona, Spain",72126
Round 31,8/4/2018,Levante,5,1,1,Las Palmas,3,0,0,David Fernandez Borbalan,5.63,0.31,Ciudad de Valencia,"Valencia, Spain",18402
Round 31,8/4/2018,Real Madrid,2,0,0,Atl. Madrid,3,0,0,Javier Estrada Fernandez,5.38,0.25,Santiago Bernabéu,"Madrid, Spain",78769
Round 31,8/4/2018,Real Sociedad,2,0,0,Girona,2,0,0,José Luis Munuera Montero,4.75,0.37,Reale Arena,"San Sebastian, Spain",18027
Round 31,8/4/2018,Valencia,3,0,0,Espanyol,2,0,0,Jesus Gil Manzano,5.28,0.26,Mestalla,"Valencia, Spain",36296
Round 31,9/4/2018,Villarreal,4,0,1,Athletic Club,5,0,0,Ignacio Iglesias Villanueva,5.62,0.35,Estadio de la Ceramica,"Villarreal, Spain",14879
Round 30,31/03/18,Girona,1,0,0,Levante,3,0,0,Ricardo De Burgos Bengoetxea,4.94,0.17,Estadi Montilivi,"Girona, Spain",11391
Round 30,31/03/18,Athletic Club,3,0,0,Celta,1,0,0,Carlos Del Cerro Grande,4.81,0.22,San Mamés,"Bilbao, Spain",33657
Round 30,31/03/18,Las Palmas,3,0,0,Real Madrid,0,0,0,Pablo Gonzales Fuertes,5.91,0.37,Gran Canaria,"Las Palmas de Gran Canaria, Spain",22942
Round 30,31/03/18,Sevilla,2,0,0,Barcelona,0,0,0,Jose Luis Gonzalez Gonzalez,4.82,0.22,Ramón Sánchez Pizjuán,"Seville, Spain",37588
Round 30,1/4/2018,Espanyol,3,0,0,Alavés,2,0,0,Ignacio Iglesias Villanueva,5.62,0.35,RCDE Stadium,"Cornella, Spain",15448
Round 30,1/4/2018,Leganés,3,0,0,Valencia,4,0,0,Mario Melero Lopez,5.53,0.2,Estadio Municipal de Butarque,"Leganes, Spain",10697
Round 30,1/4/2018,Eibar,4,0,0,Real Sociedad,2,0,0,Jose Maria Sanchez Martinez,5.72,0.28,Ipurua Municipal Stadium,"Eibar, Spain",6233
Round 30,1/4/2018,Málaga,2,0,0,Villarreal,3,0,0,Alfonso Alvarez Izquierdo,5.72,0.36,La Rosaleda,"Malaga, Spain",19142
Round 30,1/4/2018,Atl. Madrid,2,0,0,Deportivo,3,0,0,Daniel Jesus Trujillo Suarez,4.75,0.26,Cívitas Metropolitano,"Madrid, Spain",49351
Round 30,2/4/2018,Getafe,4,0,0,Betis,2,0,0,Alberto Undiano,4.53,0.14,Coliseum Alfonso Pérez,"Getafe, Spain",10628
Round 29,16/03/18,Levante,4,0,0,Eibar,3,0,0,Ignacio Iglesias Villanueva,5.62,0.35,Ciudad de Valencia,"Valencia, Spain",16028
Round 29,17/03/18,Deportivo,3,0,0,Las Palmas,3,0,0,Juan Martinez Munuera,4.9,0.19,Riazor,"La Coruna, Spain",18773
Round 29,17/03/18,Valencia,1,0,0,Alavés,1,0,0,José Luis Munuera Montero,4.75,0.37,Mestalla,"Valencia, Spain",35264
Round 29,17/03/18,Real Sociedad,3,0,0,Getafe,7,0,0,Javier Estrada Fernandez,5.38,0.25,Reale Arena,"San Sebastian, Spain",17509
Round 29,17/03/18,Betis,1,0,0,Espanyol,3,0,0,Ricardo De Burgos Bengoetxea,4.94,0.17,Benito Villamarin,"Seville, Spain",31230
Round 29,18/03/18,Leganés,2,0,0,Sevilla,3,0,1,Javier Alberola Rojas,3.71,0.15,Estadio Municipal de Butarque,"Leganes, Spain",10037
Round 29,18/03/18,Barcelona,2,0,0,Athletic Club,2,0,0,Santiago Jaime Latre,5.58,0.22,Spotify Camp Nou,"Barcelona, Spain",84053
Round 29,18/03/18,Celta,3,0,0,Málaga,2,0,0,Alberto Undiano,4.53,0.14,Municipal de Balaidos,"Vigo, Spain",17230
Round 29,18/03/18,Villarreal,5,0,0,Atl. Madrid,3,1,0,David Fernandez Borbalan,5.63,0.31,Estadio de la Ceramica,"Villarreal, Spain",19385
Round 29,18/03/18,Real Madrid,1,0,0,Girona,2,0,0,Jesus Gil Manzano,5.28,0.26,Santiago Bernabéu,"Madrid, Spain",59097
Round 28,9/3/2018,Girona,1,0,0,Deportivo,4,0,0,Alberto Undiano,4.53,0.14,Estadi Montilivi,"Girona, Spain",10663
Round 28,10/3/2018,Eibar,1,0,0,Real Madrid,1,0,0,José Luis Munuera Montero,4.75,0.37,Ipurua Municipal Stadium,"Eibar, Spain",6707
Round 28,10/3/2018,Sevilla,4,0,0,Valencia,2,0,0,Ricardo De Burgos Bengoetxea,4.94,0.17,Ramón Sánchez Pizjuán,"Seville, Spain",33287
Round 28,10/3/2018,Getafe,4,0,0,Levante,7,1,0,Daniel Jesus Trujillo Suarez,4.75,0.26,Coliseum Alfonso Pérez,"Getafe, Spain",8136
Round 28,10/3/2018,Málaga,1,1,0,Barcelona,1,0,0,Juan Martinez Munuera,4.9,0.19,La Rosaleda,"Malaga, Spain",26667
Round 28,11/3/2018,Espanyol,0,0,0,Real Sociedad,2,0,0,Antonio Mateu Lahoz,5.18,0.22,RCDE Stadium,"Cornella, Spain",20314
Round 28,11/3/2018,Atl. Madrid,1,0,0,Celta,2,0,0,Javier Alberola Rojas,3.71,0.15,Cívitas Metropolitano,"Madrid, Spain",50076
Round 28,11/3/2018,Las Palmas,1,1,0,Villarreal,1,0,0,David Medie Jimenez,4.94,0.31,Gran Canaria,"Las Palmas de Gran Canaria, Spain",18907
Round 28,11/3/2018,Athletic Club,2,0,0,Leganés,5,0,0,Jose Maria Sanchez Martinez,5.72,0.28,San Mamés,"Bilbao, Spain",30777
Round 28,12/3/2018,Alavés,2,0,0,Betis,3,0,0,Carlos Del Cerro Grande,4.81,0.22,Estadio de Mendizorroza,"Vitoria-Gasteiz, Spain",17239
Round 27,3/3/2018,Villarreal,4,0,0,Girona,1,0,0,Pablo Gonzales Fuertes,5.91,0.37,Estadio de la Ceramica,"Villarreal, Spain",14540
Round 27,3/3/2018,Sevilla,2,0,0,Athletic Club,3,0,0,Alberto Undiano,4.53,0.14,Ramón Sánchez Pizjuán,"Seville, Spain",25185
Round 27,3/3/2018,Deportivo,1,1,0,Eibar,2,0,0,Santiago Jaime Latre,5.58,0.22,Riazor,"La Coruna, Spain",19417
Round 27,3/3/2018,Leganés,1,0,0,Málaga,1,0,0,Ignacio Iglesias Villanueva,5.62,0.35,Estadio Municipal de Butarque,"Leganes, Spain",6937
Round 27,3/3/2018,Real Madrid,1,0,0,Getafe,2,0,1,Mario Melero Lopez,5.53,0.2,Santiago Bernabéu,"Madrid, Spain",55106
Round 27,4/3/2018,Levante,0,0,0,Espanyol,3,0,0,Javier Alberola Rojas,3.71,0.15,Ciudad de Valencia,"Valencia, Spain",17143
Round 27,4/3/2018,Barcelona,2,0,0,Atl. Madrid,2,0,0,Jesus Gil Manzano,5.28,0.26,Spotify Camp Nou,"Barcelona, Spain",90356
Round 27,4/3/2018,Real Sociedad,0,0,0,Alavés,1,0,0,Juan Martinez Munuera,4.9,0.19,Reale Arena,"San Sebastian, Spain",21445
Round 27,4/3/2018,Valencia,1,0,0,Betis,4,0,0,Alejandro Hernandez,5.52,0.27,Mestalla,"Valencia, Spain",35565
Round 27,5/3/2018,Celta,1,0,0,Las Palmas,2,0,0,Ricardo De Burgos Bengoetxea,4.94,0.17,Municipal de Balaidos,"Vigo, Spain",11276
Round 26,27/02/18,Espanyol,1,0,0,Real Madrid,1,0,0,Jose Maria Sanchez Martinez,5.72,0.28,RCDE Stadium,"Cornella, Spain",19805
Round 26,27/02/18,Girona,3,0,0,Celta,2,0,0,Daniel Jesus Trujillo Suarez,4.75,0.26,Estadi Montilivi,"Girona, Spain",6392
Round 26,28/02/18,Athletic Club,1,0,0,Valencia,2,0,0,Jesus Gil Manzano,5.28,0.26,San Mamés,"Bilbao, Spain",
Round 26,28/02/18,Getafe,2,0,0,Deportivo,4,0,0,José Luis Munuera Montero,4.75,0.37,Coliseum Alfonso Pérez,"Getafe, Spain",
Round 26,28/02/18,Málaga,2,0,0,Sevilla,2,0,0,Carlos Del Cerro Grande,4.81,0.22,La Rosaleda,"Malaga, Spain",
Round 26,28/02/18,Atl. Madrid,1,0,0,Leganés,3,0,0,Javier Estrada Fernandez,5.38,0.25,Cívitas Metropolitano,"Madrid, Spain",35033
Round 26,28/02/18,Eibar,4,0,0,Villarreal,2,0,0,Mario Melero Lopez,5.53,0.2,Ipurua Municipal Stadium,"Eibar, Spain",4056
Round 26,1/3/2018,Betis,2,0,0,Real Sociedad,0,0,0,Jose Luis Gonzalez Gonzalez,4.82,0.22,Benito Villamarin,"Seville, Spain",40288
Round 26,1/3/2018,Las Palmas,6,0,0,Barcelona,3,0,0,Antonio Mateu Lahoz,5.18,0.22,Gran Canaria,"Las Palmas de Gran Canaria, Spain",23778
Round 26,1/3/2018,Alavés,3,0,1,Levante,4,1,0,David Fernandez Borbalan,5.63,0.31,Estadio de Mendizorroza,"Vitoria-Gasteiz, Spain",16812
Round 25,23/02/18,Deportivo,5,0,0,Espanyol,1,0,0,David Fernandez Borbalan,5.63,0.31,Riazor,"La Coruna, Spain",18028
Round 25,24/02/18,Celta,2,0,0,Eibar,3,0,0,Carlos Del Cerro Grande,4.81,0.22,Municipal de Balaidos,"Vigo, Spain",15383
Round 25,24/02/18,Real Madrid,1,0,0,Alavés,2,0,0,Javier Estrada Fernandez,5.38,0.25,Santiago Bernabéu,"Madrid, Spain",75181
Round 25,24/02/18,Leganés,4,0,0,Las Palmas,5,0,0,Santiago Jaime Latre,5.58,0.22,Estadio Municipal de Butarque,"Leganes, Spain",9325
Round 25,24/02/18,Barcelona,1,0,0,Girona,1,0,0,Javier Alberola Rojas,3.71,0.15,Spotify Camp Nou,"Barcelona, Spain",85417
Round 25,25/02/18,Villarreal,5,0,0,Getafe,3,0,0,Jose Maria Sanchez Martinez,5.72,0.28,Estadio de la Ceramica,"Villarreal, Spain",16125
Round 25,25/02/18,Athletic Club,3,0,0,Málaga,3,0,1,Alejandro Hernandez,5.52,0.27,San Mamés,"Bilbao, Spain",37518
Round 25,25/02/18,Valencia,2,0,0,Real Sociedad,3,0,0,Pablo Gonzales Fuertes,5.91,0.37,Mestalla,"Valencia, Spain",37195
Round 25,25/02/18,Sevilla,3,0,0,Atl. Madrid,3,0,0,Juan Martinez Munuera,4.9,0.19,Ramón Sánchez Pizjuán,"Seville, Spain",37884
Round 25,26/02/18,Levante,5,0,0,Betis,2,0,0,Ricardo De Burgos Bengoetxea,4.94,0.17,Ciudad de Valencia,"Valencia, Spain",37884
Round 24,16/02/18,Girona,3,0,0,Leganés,5,0,0,Antonio Mateu Lahoz,5.18,0.22,Estadi Montilivi,"Girona, Spain",9142
Round 24,17/02/18,Las Palmas,2,0,0,Sevilla,3,0,0,Ignacio Iglesias Villanueva,5.62,0.35,Gran Canaria,"Las Palmas de Gran Canaria, Spain",19161
Round 24,17/02/18,Eibar,2,0,1,Barcelona,1,0,0,Alejandro Hernandez,5.52,0.27,Ipurua Municipal Stadium,"Eibar, Spain",6760
Round 24,17/02/18,Alavés,2,0,0,Deportivo,3,0,0,Mario Melero Lopez,5.53,0.2,Estadio de Mendizorroza,"Vitoria-Gasteiz, Spain",19453
Round 24,17/02/18,Málaga,2,1,0,Valencia,4,0,0,Daniel Jesus Trujillo Suarez,4.75,0.26,La Rosaleda,"Malaga, Spain",21134
Round 24,18/02/18,Real Sociedad,0,0,0,Levante,2,0,0,Santiago Jaime Latre,5.58,0.22,Reale Arena,"San Sebastian, Spain",18189
Round 24,18/02/18,Atl. Madrid,3,0,0,Athletic Club,2,0,0,Jose Luis Gonzalez Gonzalez,4.82,0.22,Cívitas Metropolitano,"Madrid, Spain",60022
Round 24,18/02/18,Espanyol,1,0,0,Villarreal,7,0,0,José Luis Munuera Montero,4.75,0.37,RCDE Stadium,"Cornella, Spain",19688
Round 24,18/02/18,Betis,3,0,0,Real Madrid,5,0,0,Jesus Gil Manzano,5.28,0.26,Benito Villamarin,"Seville, Spain",53486
Round 24,19/02/18,Getafe,4,0,0,Celta,3,0,0,Pablo Gonzales Fuertes,5.91,0.37,Coliseum Alfonso Pérez,"Getafe, Spain",8367
Round 23,9/2/2018,Athletic Club,4,0,0,Las Palmas,4,0,0,Javier Estrada Fernandez,5.38,0.25,San Mamés,"Bilbao, Spain",33679
Round 23,10/2/2018,Villarreal,4,0,0,Alavés,4,0,0,Daniel Jesus Trujillo Suarez,4.75,0.26,Estadio de la Ceramica,"Villarreal, Spain",14984
Round 23,10/2/2018,Málaga,3,0,0,Atl. Madrid,2,0,0,Jose Maria Sanchez Martinez,5.72,0.28,La Rosaleda,"Malaga, Spain",25482
Round 23,10/2/2018,Leganés,3,0,1,Eibar,2,0,0,Pablo Gonzales Fuertes,5.91,0.37,Estadio Municipal de Butarque,"Leganes, Spain",9327
Round 23,10/2/2018,Real Madrid,2,0,0,Real Sociedad,1,0,0,Alejandro Hernandez,5.52,0.27,Santiago Bernabéu,"Madrid, Spain",63811
Round 23,11/2/2018,Sevilla,2,0,0,Girona,2,0,0,Santiago Jaime Latre,5.58,0.22,Ramón Sánchez Pizjuán,"Seville, Spain",33129
Round 23,11/2/2018,Barcelona,2,0,0,Getafe,3,0,0,David Fernandez Borbalan,5.63,0.31,Spotify Camp Nou,"Barcelona, Spain",75861
Round 23,11/2/2018,Celta,3,0,0,Espanyol,4,0,0,Alexander Gonzalez Gonzalez,7,0,Municipal de Balaidos,"Vigo, Spain",15649
Round 23,11/2/2018,Valencia,3,0,0,Levante,4,0,0,David Medie Jimenez,4.94,0.31,Mestalla,"Valencia, Spain",38199
Round 23,12/2/2018,Deportivo,2,0,0,Betis,0,0,0,Carlos Del Cerro Grande,4.81,0.22,Riazor,"La Coruna, Spain",20490
Round 22,2/2/2018,Real Sociedad,0,0,0,Deportivo,1,0,0,Alberto Undiano,4.53,0.14,Reale Arena,"San Sebastian, Spain",15626
Round 22,3/2/2018,Eibar,0,0,0,Sevilla,3,0,0,Daniel Jesus Trujillo Suarez,4.75,0.26,Ipurua Municipal Stadium,"Eibar, Spain",5311
Round 22,3/2/2018,Betis,1,0,0,Villarreal,2,1,0,Javier Alberola Rojas,3.71,0.15,Benito Villamarin,"Seville, Spain",50102
Round 22,3/2/2018,Alavés,3,0,0,Celta,2,0,0,Juan Martinez Munuera,4.9,0.19,Estadio de Mendizorroza,"Vitoria-Gasteiz, Spain",19437
Round 22,3/2/2018,Levante,3,0,0,Real Madrid,3,0,0,Mario Melero Lopez,5.53,0.2,Ciudad de Valencia,"Valencia, Spain",23542
Round 22,4/2/2018,Getafe,2,0,0,Leganés,6,0,0,Alfonso Alvarez Izquierdo,5.72,0.36,Coliseum Alfonso Pérez,"Getafe, Spain",
Round 22,4/2/2018,Espanyol,5,0,0,Barcelona,3,0,0,Jesus Gil Manzano,5.28,0.26,RCDE Stadium,"Cornella, Spain",23287
Round 22,4/2/2018,Girona,1,0,0,Athletic Club,1,0,0,José Luis Munuera Montero,4.75,0.37,Estadi Montilivi,"Girona, Spain",9602
Round 22,4/2/2018,Atl. Madrid,1,0,0,Valencia,1,0,0,Ignacio Iglesias Villanueva,5.62,0.35,Cívitas Metropolitano,"Madrid, Spain",49596
Round 22,5/2/2018,Las Palmas,2,0,0,Málaga,3,0,0,Ricardo De Burgos Bengoetxea,4.94,0.17,Gran Canaria,"Las Palmas de Gran Canaria, Spain",17424
